source	target
लड़कियाँ मैदान में खेल रही हैं	ᱠᱩᱲᱤ ᱜᱤᱫᱽᱨᱟᱹ ᱠᱚ ᱴᱟᱺᱰᱤ ᱨᱮᱠᱚ ᱮᱱᱮᱡ ᱠᱟᱱᱟ
यहाँ एक किताब हैं	ᱱᱚᱸᱰᱮ ᱢᱤᱫ ᱯᱩᱛᱷᱤ ᱢᱮᱱᱟᱜ-ᱟ
पीला	ᱥᱟᱥᱟᱝ
यह पाठ ज़ोर से पढ़ो	ᱱᱚᱣᱟ ᱯᱟᱲᱦᱟᱣ ᱟᱲᱟᱝ ᱛᱮ ᱯᱟᱲᱦᱟᱣ ᱢᱮ
नाक	ᱢᱩᱸ
पियो	ᱧᱩᱭ ᱢᱮ
यहाँ दो कान हैं	ᱱᱚᱸᱰᱮ ᱵᱟᱨ ᱞᱩᱛᱩᱨ ᱢᱮᱱᱟᱜ-ᱟ
क्या आपने अपना गृहकार्य पूरा किया?	ᱟᱢ ᱫᱚ ᱚᱲᱟᱜ ᱠᱟᱹᱢᱤᱢ ᱯᱩᱨᱟᱹᱣ ᱟᱠᱟᱫᱟ?
छाती	ᱠᱚᱲᱟᱢ
पैरों से कदम ताल करो	ᱡᱟᱸᱜᱟ ᱛᱮ ᱛᱟᱲᱟᱢ ᱢᱮ
संख्या बीस	ᱤᱥᱤ
सुबह का समय	ᱥᱮᱛᱟᱜ ᱚᱠᱛᱚ
सभी बच्चे अपनी कक्षा में बैठो	ᱥᱟᱱᱟᱢ ᱜᱤᱫᱽᱨᱟᱹ ᱟᱯᱱᱟᱨ ᱪᱟᱱᱟᱪ ᱨᱮ ᱫᱩᱲᱩᱵ ᱯᱮ
आज सोमवार है	ᱛᱮᱦᱮᱧ ᱫᱚ ᱚᱛᱮ ᱢᱟᱦᱟᱸ ᱠᱟᱱᱟ
पेड़ पर काला कौआ बैठा है	ᱫᱟᱨᱮ ᱨᱮ ᱦᱮᱸᱫᱮ ᱠᱟᱶᱦᱮ ᱫᱩᱲᱩᱵ ᱟᱠᱟᱱᱟᱭ
मीठा	ᱦᱮᱲᱮᱢ
अमरूद	ᱵᱮᱞᱟᱹᱛᱤ ᱟᱛᱷᱟ
यहाँ तीन सेब हैं	ᱱᱚᱸᱰᱮ ᱯᱮ ᱥᱮᱣ ᱢᱮᱱᱟᱜ-ᱟ
मुझे एक सेब दो	ᱤᱧ ᱢᱤᱫ ᱥᱮᱣ ᱮᱢᱟᱹᱧ ᱢᱮ
साल का पत्ता हरा होता है	ᱥᱟᱨᱡᱚᱢ ᱥᱟᱠᱟᱢ ᱦᱟᱹᱨᱤᱭᱟᱹᱲ ᱜᱮᱭᱟ
यहाँ दो पैर हैं	ᱱᱚᱸᱰᱮ ᱵᱟᱨ ᱡᱟᱸᱜᱟ ᱢᱮᱱᱟᱜ-ᱟ
दो पेंसिल	ᱵᱟᱨ ᱯᱮᱱᱥᱤᱞ
क्या आप इस वाक्य को पढ़ सकते हैं?	ᱟᱢ ᱱᱚᱣᱟ ᱟᱹᱭᱟᱹᱛ ᱯᱟᱲᱦᱟᱣ ᱫᱟᱲᱮᱭᱟᱜ-ᱟ?
मेज पर किताब रखो	ᱴᱮᱵᱩᱞ ᱨᱮ ᱯᱩᱛᱷᱤ ᱫᱚᱦᱚᱭ ᱢᱮ
समय पर सोओ और सुबह जल्दी जागो	ᱚᱠᱛᱚ ᱨᱮ ᱜᱤᱛᱤᱡ ᱢᱮ ᱟᱨ ᱥᱮᱛᱟᱜ ᱨᱮ ᱵᱮᱨᱮᱫ ᱢᱮ
बाल	ᱩᱵ
मापक छड़ी से मेज़ की लंबाई नापो	ᱡᱚᱠᱷᱟ ᱴᱷᱮᱝᱜᱟ ᱛᱮ ᱴᱮᱵᱩᱞ ᱨᱮᱱᱟᱜ ᱡᱤᱞᱤᱧ ᱡᱚᱠᱷᱟᱭ ᱢᱮ
अपने साथी की मदद करो	ᱟᱢᱨᱮᱱ ᱜᱟᱛᱮ ᱜᱚᱲᱚ ᱟᱭ ᱢᱮ
खेलो	ᱮᱱᱮᱡ ᱢᱮ
सफाईकर्मी विद्यालय को स्वच्छ रखते हैं	ᱥᱟᱯᱷᱟᱭ ᱦᱚᱲ ᱫᱚ ᱟᱥᱲᱟ ᱥᱟᱯᱷᱟᱭ ᱫᱚᱦᱚᱭᱟ
किताब	ᱯᱩᱛᱷᱤ
दस रुपये का सिक्का	ᱜᱮᱞ ᱴᱟᱠᱟ ᱨᱮᱱᱟᱜ ᱠᱩᱭᱤᱱ
तीन किताब गिनकर बताओ	ᱯᱮ ᱯᱩᱛᱷᱤ ᱞᱮᱠᱷᱟ ᱠᱟᱛᱮ ᱞᱟᱹᱭ ᱢᱮ
चौकोर	ᱯᱩᱱᱠᱚᱬ
भारी	ᱦᱟᱢᱟᱞ
सफेद चॉक	ᱯᱩᱸᱰ ᱪᱚᱠ
नमस्ते / जोहार	ᱡᱚᱦᱟᱨ
चिड़िया	ᱪᱮᱬᱮ
कचरा कूड़ेदान में डालो	ᱡᱟᱵᱽᱨᱟ ᱠᱩᱲᱟᱹᱫᱟᱱ ᱨᱮ ᱜᱤᱰᱤ ᱢᱮ
शिक्षक के पास कौन बैठा है?	ᱢᱟᱪᱮᱛ ᱥᱩᱨ ᱨᱮ ᱚᱠᱚᱭ ᱫᱩᱲᱩᱵ ᱟᱠᱟᱱᱟᱭ?
सूखे पत्तों को इकट्ठा करो	ᱨᱚᱦᱚᱲ ᱥᱟᱠᱟᱢ ᱠᱚ ᱡᱟᱣᱨᱟᱭ ᱢᱮ
हाथी	ᱦᱟᱹᱛᱤ
बेर	ᱡᱟᱹᱱᱩᱢ ᱡᱚ
बस्ते से पेंसिल निकालो	ᱛᱷᱟᱹᱞᱤ ᱠᱷᱚᱱ ᱯᱮᱱᱥᱤᱞ ᱚᱰᱚᱠ ᱢᱮ
दस के दो बंडल मिलकर बीस बनते हैं	ᱜᱮᱞ-ᱜᱮᱞ ᱨᱮᱱᱟᱜ ᱵᱟᱨᱭᱟ ᱯᱚᱴᱚᱢ ᱢᱮᱥᱟ ᱠᱟᱛᱮ ᱤᱥᱤ ᱦᱩᱭᱩᱜ-ᱟ
हरी मिर्च तीखी है	ᱦᱟᱹᱨᱤᱭᱟᱹᱲ ᱢᱟᱹᱨᱤᱪ ᱫᱚ ᱦᱟᱫᱽ ᱜᱮᱭᱟ
ज़ोर से बोलो ताकि सब सुन सकें	ᱟᱲᱟᱝ ᱛᱮ ᱨᱚᱲ ᱢᱮ ᱡᱮᱢᱚᱱ ᱥᱟᱱᱟᱢ ᱠᱚ ᱟᱧᱡᱚᱢ ᱫᱟᱲᱮᱭᱟᱜ
लाल	ᱟᱨᱟᱜ
संख्या छह	ᱛᱩᱨᱩᱭ
एक किताब गिनकर बताओ	ᱢᱤᱫ ᱯᱩᱛᱷᱤ ᱞᱮᱠᱷᱟ ᱠᱟᱛᱮ ᱞᱟᱹᱭ ᱢᱮ
संख्या सौ	ᱥᱟᱭ
चलो, हम सब मिलकर गतिविधि शुरू करें	ᱫᱮᱞᱟᱵᱚ ᱥᱟᱱᱟᱢ ᱠᱚ ᱢᱮᱥᱟ ᱠᱟᱛᱮ ᱠᱟᱹᱢᱤᱦᱚᱨᱟ ᱮᱦᱚᱵᱟᱵᱚ
वह पेड़ बहुत दूर है	ᱦᱟᱱᱟ ᱫᱟᱨᱮ ᱫᱚ ᱟᱹᱰᱤ ᱥᱟᱺᱜᱤᱧ ᱨᱮ ᱢᱮᱱᱟᱜ-ᱟ
दो पैर गिनकर बताओ	ᱵᱟᱨ ᱡᱟᱸᱜᱟ ᱞᱮᱠᱷᱟ ᱠᱟᱛᱮ ᱞᱟᱹᱭ ᱢᱮ
मिट्टी के बर्तन में पानी रखो	ᱦᱟᱥᱟ ᱴᱩᱠᱩᱡ ᱨᱮ ᱫᱟᱜ ᱫᱚᱦᱚᱭ ᱢᱮ
सदा खुश और प्रसन्न रहो	ᱡᱟᱣᱜᱮ ᱨᱟᱹᱥᱠᱟᱹ ᱟᱨ ᱥᱩᱞᱩᱠ ᱨᱮ ᱛᱟᱦᱮᱸᱱ ᱢᱮ
अपना चॉक दिखाओ	ᱟᱢᱟᱜ ᱪᱚᱠ ᱩᱫᱩᱜ ᱢᱮ
नाखूनों को साफ़ और छोटा रखो	ᱨᱟᱢᱟ ᱠᱚ ᱥᱟᱯᱷᱟ ᱟᱨ ᱠᱷᱟᱴᱚ ᱫᱚᱦᱚᱭ ᱢᱮ
शिक्षक हमें पढ़ा रहे हैं	ᱢᱟᱪᱮᱛ ᱫᱚ ᱟᱵᱚᱭ ᱯᱟᱲᱦᱟᱣᱮᱫ ᱵᱚᱱᱟ
पाँच सेब गिनकर बताओ	ᱢᱚᱬᱮ ᱥᱮᱣ ᱞᱮᱠᱷᱟ ᱠᱟᱛᱮ ᱞᱟᱹᱭ ᱢᱮ
आपकी लिखावट बहुत साफ़ है	ᱟᱢᱟᱜ ᱚᱞ ᱫᱚ ᱟᱹᱰᱤ ᱥᱟᱯᱷᱟ ᱜᱮᱭᱟ
मुझे दस उँगली दो	ᱤᱧ ᱜᱮᱞ ᱠᱟᱹᱴᱩᱵ ᱮᱢᱟᱹᱧ ᱢᱮ
दिखाओ	ᱩᱫᱩᱜ ᱢᱮ
दादी माँ बहुत प्यार से खाना खिलाती हैं	ᱜᱚᱲᱚᱢ ᱵᱩᱰᱷᱤ ᱫᱚ ᱟᱹᱰᱤ ᱫᱩᱞᱟᱹᱲ ᱛᱮ ᱡᱚᱢᱮ ᱮᱢᱟᱵᱚᱱᱟ
हरी मिर्च	ᱦᱟᱹᱨᱤᱭᱟᱹᱲ ᱢᱟᱹᱨᱤᱪ
बस्ते से चॉक निकालो	ᱛᱷᱟᱹᱞᱤ ᱠᱷᱚᱱ ᱪᱚᱠ ᱚᱰᱚᱠ ᱢᱮ
इसमें एक और जोड़ो	ᱱᱚᱣᱟ ᱨᱮ ᱟᱨ ᱢᱤᱫᱴᱟᱝ ᱡᱩᱲᱟᱹᱣ ᱢᱮ
चार किताब गिनकर बताओ	ᱯᱩᱱ ᱯᱩᱛᱷᱤ ᱞᱮᱠᱷᱟ ᱠᱟᱛᱮ ᱞᱟᱹᱭ ᱢᱮ
हरा अमरूद	ᱦᱟᱹᱨᱤᱭᱟᱹᱲ ᱟᱢᱨᱩᱫᱽ
तोता पेड़ पर बैठा है	ᱢᱤᱨᱩ ᱫᱟᱨᱮ ᱨᱮ ᱫᱩᱲᱩᱵ ᱟᱠᱟᱱᱟᱭ
श्यामपट्ट	ᱦᱮᱸᱫᱮ ᱯᱟᱴᱟ
महुआ	ᱢᱟᱛᱠᱚᱢ
प्रतिदिन स्नान करना अच्छी आदत है	ᱫᱤᱱᱟᱹᱢ ᱦᱤᱞᱚᱜ ᱩᱢᱩᱜ ᱫᱚ ᱵᱷᱟᱹᱜᱤ ᱦᱮᱣᱟ ᱠᱟᱱᱟ
पंद्रह	ᱜᱮᱞ ᱢᱚᱬᱮ
बैल खेत जोत रहा है	ᱰᱟᱝᱜᱽᱨᱟ ᱠᱷᱮᱛᱮ ᱥᱤᱭᱮᱫᱟ
लो	ᱦᱟᱛᱟᱣ ᱢᱮ
मुँह	ᱢᱚᱪᱟ
बंद करो	ᱯᱚᱴᱚᱢ ᱢᱮ
अपनी आँखें बंद करो	ᱟᱢᱟᱜ ᱢᱮᱫ ᱞᱟᱦᱩᱴ ᱢᱮ
मुर्गी	ᱥᱤᱢ
इस पंक्ति में पहला बच्चा कौन है?	ᱱᱚᱣᱟ ᱛᱷᱟᱨ ᱨᱮ ᱯᱟᱹᱦᱤᱞ ᱜᱤᱫᱽᱨᱟᱹ ᱫᱚ ᱚᱠᱚᱭ ᱠᱟᱱᱟᱭ?
कक्षा	ᱪᱟᱱᱟᱪ
मूली	ᱢᱩᱞᱟᱹ
अगर तबियत खराब लगे तो शिक्षक को बताओ	ᱦᱚᱲᱢᱚ ᱵᱟᱹᱲᱤᱡ ᱵᱩᱡᱷᱟᱹᱣ ᱞᱮᱠᱷᱟᱱ ᱢᱟᱪᱮᱛ ᱞᱟᱹᱭᱟᱭ ᱢᱮ
साफ़ पानी ही पीना चाहिए	ᱥᱟᱯᱷᱟ ᱫᱟᱜ ᱜᱮ ᱧᱩ ᱞᱟᱹᱠᱛᱤ ᱠᱟᱱᱟ
अपना काम पूरा करके दिखाओ	ᱟᱢᱟᱜ ᱠᱟᱹᱢᱤ ᱯᱩᱨᱟᱹᱣ ᱠᱟᱛᱮ ᱩᱫᱩᱜ ᱢᱮ
आठ में से चार घटाने पर कितना बचेगा?	ᱤᱨᱟᱹᱞ ᱠᱷᱚᱱ ᱯᱩᱱ ᱜᱷᱟᱴᱟᱣ ᱞᱮᱠᱷᱟᱱ ᱛᱤᱱᱟᱹᱜ ᱥᱟᱨᱮᱲᱚᱜ-ᱟ?
इन डंडियों को बराबर-बराबर बाँटो	ᱱᱚᱣᱟ ᱴᱷᱮᱝᱜᱟ ᱠᱚ ᱥᱚᱢᱟᱱ-ᱥᱚᱢᱟᱱ ᱦᱟᱹᱴᱤᱧ ᱯᱮ
सत्रह	ᱜᱮᱞ ᱮᱭᱟᱭ
बस्ता (थैला)	ᱛᱷᱟᱹᱞᱤ
सब मिलकर ताली बजाओ	ᱡᱚᱛᱚ ᱠᱚ ᱢᱮᱥᱟ ᱠᱟᱛᱮ ᱛᱟᱹᱞᱤ ᱛᱷᱟᱯᱟᱭ ᱯᱮ
साँप	ᱵᱤᱧ
मुझे दो पेंसिल दो	ᱤᱧ ᱵᱟᱨ ᱯᱮᱱᱥᱤᱞ ᱮᱢᱟᱹᱧ ᱢᱮ
बस्ते में रबर रखो	ᱛᱷᱟᱹᱞᱤ ᱨᱮ ᱨᱚᱵᱚᱨ ᱫᱚᱦᱚᱭ ᱢᱮ
आओ	ᱦᱤᱡᱩᱜ ᱢᱮ
अपने दाँत साफ़ करो	ᱟᱢᱟᱜ ᱫᱟᱛᱟ ᱥᱟᱯᱷᱟᱭ ᱢᱮ
इस कहानी से हमें क्या सीख मिलती है?	ᱱᱚᱣᱟ ᱠᱟᱹᱦᱱᱤ ᱠᱷᱚᱱ ᱟᱵᱚ ᱪᱮᱫ ᱥᱤᱠᱷᱱᱟᱹᱛᱵᱚ ᱧᱟᱢᱮᱫᱟ?
आम	ᱩᱞ
टमाटर	ᱵᱤᱞᱟᱹᱛᱤ
मछली	ᱦᱟᱹᱠᱩ
अपनी जगह पर बैठो	ᱟᱢᱟᱜ ᱡᱟᱜᱟ ᱨᱮ ᱫᱩᱲᱩᱵ ᱢᱮ
धूल से अपनी आँखों को बचाओ	ᱫᱷᱩᱲᱤ ᱠᱷᱚᱱ ᱟᱢᱟᱜ ᱢᱮᱫ ᱵᱟᱧᱪᱟᱣ ᱢᱮ
